date,store_id,product_id,category,price,purchase_cost,units_sold,stock_on_hand,stock_received,reorder_flag,stockout_flag,holding_cost,revenue,cost,promotion_flag,lead_time,day_of_week,month
2024-08-26,17,479,Health,62.77,55.99,9,15,6,0,0,0.6000000000000001,564.9300000000001,503.91,0,4,0,8
2023-01-29,49,351,Toys,32.87,19.86,3,4,4,1,0,0.1,98.60999999999999,59.58,1,1,6,1
2023-09-21,50,144,Health,18.14,13.49,7,20,7,0,0,1.3,126.98,94.43,0,1,3,9
2023-06-07,34,226,Grocery,143.53,93.83,4,14,1,0,0,1.0,574.12,375.32,0,2,2,6
2024-03-08,9,218,Home Appliances,44.97,30.81,7,8,0,1,0,0.1,314.78999999999996,215.67,1,1,4,3
2023-12-18,9,489,Grocery,48.32,24.77,6,12,5,0,0,0.6000000000000001,289.92,148.62,0,7,0,12
2023-06-17,27,172,Home Appliances,110.05,87.41,4,12,4,0,0,0.8,440.2,349.64,0,2,5,6
2023-12-28,48,455,Home Appliances,90.61,74.96,4,10,0,0,0,0.6000000000000001,362.44,299.84,0,1,3,12
2023-12-02,20,231,Electronics,71.64,39.44,4,20,0,0,0,1.6,286.56,157.76,0,6,5,12
2024-01-18,19,159,Health,66.74,54.55,6,21,6,0,0,1.5,400.43999999999994,327.29999999999995,1,2,3,1
2024-09-19,46,424,Home Appliances,119.87,69.07,4,22,5,0,0,1.8,479.48,276.28,0,4,3,9
2023-05-03,3,144,Health,23.3,13.49,4,22,7,0,0,1.8,93.2,53.96,0,7,2,5
2023-12-27,27,183,Home Appliances,40.37,35.84,8,12,0,0,0,0.4,322.96,286.72,0,5,2,12
2024-08-23,1,226,Grocery,135.89,93.83,6,14,8,0,0,0.8,815.3399999999999,562.98,0,7,4,8
2023-03-14,37,229,Clothing,26.45,15.18,7,8,5,1,0,0.1,185.15,106.25999999999999,0,1,1,3
2023-01-16,17,488,Grocery,74.45,44.52,6,12,0,0,0,0.6000000000000001,446.70000000000005,267.12,0,5,0,1
2024-04-02,16,441,Health,84.84,57.43,3,8,4,1,0,0.5,254.52,172.29,0,2,1,4
2023-06-29,16,157,Toys,84.83,52.19,7,14,0,0,0,0.7000000000000001,593.81,365.33,1,2,3,6
2024-06-19,17,325,Electronics,42.21,26.41,7,12,7,0,0,0.5,295.47,184.87,0,5,2,6
2023-10-19,26,95,Clothing,73.15,44.27,6,9,3,1,0,0.30000000000000004,438.90000000000003,265.62,0,1,3,10
2023-07-23,27,318,Health,163.71,96.3,10,10,3,0,0,0.0,1637.1000000000001,963.0,0,3,6,7
2024-06-24,40,213,Toys,10.92,7.15,5,22,1,0,0,1.7000000000000002,54.6,35.75,0,5,0,6
2023-01-01,6,350,Electronics,79.09,61.15,6,15,1,0,0,0.9,474.54,366.9,0,2,6,1
2024-04-23,9,176,Clothing,123.27,82.94,4,11,7,0,0,0.7000000000000001,493.08,331.76,0,1,1,4
2023-03-07,4,318,Health,187.78,96.3,3,22,0,0,0,1.9000000000000001,563.34,288.9,0,7,1,3
2023-12-23,23,156,Toys,152.64,80.37,10,25,5,0,0,1.5,1526.3999999999999,803.7,1,5,5,12
2023-12-24,31,203,Health,11.82,6.29,7,12,2,0,0,0.5,82.74000000000001,44.03,0,5,6,12
2023-11-12,28,148,Health,117.4,72.6,4,13,3,0,0,0.9,469.6,290.4,0,3,6,11
2023-10-02,44,363,Toys,62.8,55.33,2,18,0,0,0,1.6,125.6,110.66,0,1,0,10
2023-12-09,31,119,Home Appliances,22.34,17.45,9,14,9,0,0,0.5,201.06,157.04999999999998,1,4,5,12
2024-10-12,37,435,Health,52.06,29.47,8,22,2,0,0,1.4000000000000001,416.48,235.76,0,3,5,10
2024-03-28,31,117,Clothing,155.43,84.61,4,23,9,0,0,1.9000000000000001,621.72,338.44,0,5,3,3
2024-07-24,50,78,Grocery,136.31,85.65,4,16,4,0,0,1.2000000000000002,545.24,342.6,0,7,2,7
2023-05-13,22,479,Health,83.42,55.99,2,4,1,1,0,0.2,166.84,111.98,0,1,5,5
2023-05-28,46,357,Toys,71.61,49.74,3,9,3,1,0,0.6000000000000001,214.82999999999998,149.22,0,1,6,5
2023-04-12,49,71,Toys,34.05,18.54,7,12,1,0,0,0.5,238.34999999999997,129.78,0,6,2,4
2023-10-14,3,374,Toys,63.85,47.8,6,15,9,0,0,0.9,383.1,286.79999999999995,0,4,5,10
2023-12-05,33,300,Health,120.88,75.79,4,18,7,0,0,1.4000000000000001,483.52,303.16,0,2,1,12
2024-01-08,40,365,Electronics,47.49,41.11,3,15,1,0,0,1.2000000000000002,142.47,123.33,0,1,0,1
2024-05-23,34,151,Toys,45.56,27.95,5,5,9,1,0,0.0,227.8,139.75,0,2,3,5
2024-11-27,26,366,Electronics,44.36,26.23,1,15,2,0,0,1.4000000000000001,44.36,26.23,0,6,2,11
2024-02-14,36,104,Health,47.65,27.83,9,15,2,0,0,0.6000000000000001,428.84999999999997,250.46999999999997,0,2,2,2
2023-05-04,13,178,Clothing,136.44,79.38,4,4,6,1,0,0.0,545.76,317.52,0,6,3,5
2024-07-03,32,48,Toys,154.29,79.18,11,28,1,0,0,1.7000000000000002,1697.1899999999998,870.98,0,2,2,7
2024-06-27,30,33,Grocery,48.13,34.62,7,8,6,1,0,0.1,336.91,242.33999999999997,0,7,3,6
2023-07-30,30,12,Health,147.08,85.41,5,23,1,0,0,1.8,735.4000000000001,427.04999999999995,0,4,6,7
2023-05-27,46,377,Clothing,160.38,98.43,6,12,4,0,0,0.6000000000000001,962.28,590.58,0,4,5,5
2023-10-09,12,171,Grocery,86.85,65.02,12,22,5,0,0,1.0,1042.1999999999998,780.24,1,5,0,10
2024-06-19,21,485,Grocery,84.87,51.39,4,17,0,0,0,1.3,339.48,205.56,1,4,2,6
2024-10-23,19,466,Electronics,52.88,34.13,2,21,2,0,0,1.9000000000000001,105.76,68.26,0,4,2,10
2023-01-01,2,258,Electronics,29.6,15.66,8,15,6,0,0,0.7000000000000001,236.8,125.28,0,1,6,1
2023-09-20,34,377,Clothing,151.13,98.43,4,22,4,0,0,1.8,604.52,393.72,0,1,2,9
2023-06-22,38,492,Grocery,90.61,73.56,8,17,7,0,0,0.9,724.88,588.48,0,4,3,6
2024-02-13,20,150,Health,131.02,74.85,6,10,2,0,0,0.4,786.1200000000001,449.09999999999997,0,7,1,2
2024-02-27,16,338,Toys,10.77,7.31,6,20,1,0,0,1.4000000000000001,64.62,43.86,0,6,1,2
2024-08-19,17,377,Clothing,182.79,98.43,9,28,5,0,0,1.9000000000000001,1645.11,885.8700000000001,1,1,0,8
2023-01-13,35,358,Electronics,52.7,31.89,15,31,2,0,0,1.6,790.5,478.35,1,2,4,1
2024-02-09,9,287,Health,45.63,33.29,2,20,6,0,0,1.8,91.26,66.58,0,2,4,2
2024-03-23,12,75,Grocery,110.66,93.69,3,17,9,0,0,1.4000000000000001,331.98,281.07,0,6,5,3
2023-12-04,36,24,Clothing,44.01,38.23,4,6,3,1,0,0.2,176.04,152.92,0,7,0,12
2024-08-28,42,22,Clothing,101.38,50.85,6,11,6,0,0,0.5,608.28,305.1,0,3,2,8
2024-10-07,48,188,Toys,90.59,47.66,8,21,8,0,0,1.3,724.72,381.28,0,2,0,10
2023-03-21,3,289,Toys,28.54,20.61,6,20,8,0,0,1.4000000000000001,171.24,123.66,0,5,1,3
2023-01-17,31,430,Clothing,30.63,18.28,8,26,6,0,0,1.8,245.04,146.24,0,1,1,1
2023-09-14,25,125,Toys,63.92,42.18,4,18,7,0,0,1.4000000000000001,255.68,168.72,0,5,3,9
2023-08-25,50,416,Home Appliances,95.66,52.35,8,15,9,0,0,0.7000000000000001,765.28,418.8,0,6,4,8
2023-01-26,50,102,Electronics,147.29,95.31,3,3,4,1,0,0.0,441.87,285.93,0,7,3,1
2024-02-29,5,26,Grocery,104.28,84.79,3,7,8,1,0,0.4,312.84000000000003,254.37,0,4,3,2
2023-09-23,5,440,Health,43.93,26.26,2,3,4,1,0,0.1,87.86,52.52,0,7,5,9
2023-01-29,31,70,Grocery,43.81,30.39,6,23,2,0,0,1.7000000000000002,262.86,182.34,0,2,6,1
2023-08-31,16,291,Grocery,121.84,92.63,3,9,5,1,0,0.6000000000000001,365.52,277.89,0,4,3,8
2024-08-23,33,272,Toys,133.9,95.39,4,5,2,1,0,0.1,535.6,381.56,0,7,4,8
2024-03-18,46,333,Health,92.62,54.83,9,24,6,0,0,1.5,833.58,493.46999999999997,1,6,0,3
2024-10-02,21,228,Grocery,152.11,93.11,4,13,9,0,0,0.9,608.44,372.44,0,1,2,10
2023-01-19,49,161,Health,67.2,47.25,15,33,4,0,0,1.8,1008.0,708.75,1,4,3,1
2024-12-04,50,153,Grocery,49.76,29.9,10,23,7,0,0,1.3,497.59999999999997,299.0,1,2,2,12
2024-11-22,10,184,Health,55.31,43.85,8,17,4,0,0,0.9,442.48,350.8,0,5,4,11
2024-10-22,4,464,Health,166.52,96.32,4,9,7,1,0,0.5,666.08,385.28,1,5,1,10
2024-03-06,10,187,Clothing,54.56,30.95,8,13,4,0,0,0.5,436.48,247.6,0,6,2,3
2024-11-15,5,167,Clothing,22.53,13.8,6,20,8,0,0,1.4000000000000001,135.18,82.80000000000001,0,3,4,11
2023-10-18,29,157,Toys,70.69,52.19,3,8,1,1,0,0.5,212.07,156.57,0,5,2,10
2024-07-17,35,59,Electronics,64.43,34.64,2,11,4,0,0,0.9,128.86,69.28,0,7,2,7
2023-06-23,34,328,Clothing,30.87,27.06,6,21,4,0,0,1.5,185.22,162.35999999999999,0,2,4,6
2024-09-04,43,452,Home Appliances,17.3,12.32,5,9,8,1,0,0.4,86.5,61.6,0,7,2,9
2023-03-16,9,345,Electronics,122.06,76.66,2,11,2,0,0,0.9,244.12,153.32,0,3,3,3
2023-11-09,37,181,Grocery,115.07,59.34,5,18,9,0,0,1.3,575.3499999999999,296.70000000000005,0,1,3,11
2023-03-20,27,448,Health,47.65,36.94,5,21,9,0,0,1.6,238.25,184.7,0,7,0,3
2023-01-28,16,110,Electronics,167.18,98.76,7,22,7,0,0,1.5,1170.26,691.32,0,1,5,1
2023-08-25,45,112,Toys,113.38,56.84,10,16,7,0,0,0.6000000000000001,1133.8,568.4000000000001,1,7,4,8
2024-11-11,43,71,Toys,33.72,18.54,8,19,2,0,0,1.1,269.76,148.32,0,1,0,11
2024-08-27,22,31,Electronics,36.96,29.03,4,4,6,1,0,0.0,147.84,116.12,0,2,1,8
2023-10-14,47,410,Toys,89.79,79.14,7,19,7,0,0,1.2000000000000002,628.5300000000001,553.98,0,2,5,10
2024-08-31,49,317,Toys,30.28,15.82,5,21,0,0,0,1.6,151.4,79.1,0,7,5,8
2023-05-09,22,353,Health,58.48,49.04,3,17,1,0,0,1.4000000000000001,175.44,147.12,0,7,1,5
2024-08-09,47,487,Clothing,13.58,11.84,12,16,5,0,0,0.4,162.96,142.07999999999998,1,5,4,8
2024-11-12,13,130,Clothing,170.51,92.3,12,28,1,0,0,1.6,2046.12,1107.6,1,5,1,11
2023-05-21,44,210,Electronics,33.16,28.4,5,5,9,1,0,0.0,165.79999999999998,142.0,0,7,6,5
2024-10-28,34,436,Home Appliances,49.12,42.2,5,24,0,0,0,1.9000000000000001,245.6,211.0,0,2,0,10
2023-03-13,9,253,Grocery,40.43,20.26,7,25,7,0,0,1.8,283.01,141.82000000000002,1,5,0,3
2024-02-19,47,413,Home Appliances,101.52,55.05,5,23,8,0,0,1.8,507.59999999999997,275.25,0,5,0,2
2024-01-17,21,278,Home Appliances,8.51,6.31,4,18,7,0,0,1.4000000000000001,34.04,25.24,0,7,2,1
2024-04-15,26,235,Clothing,62.63,44.91,9,19,3,0,0,1.0,563.6700000000001,404.18999999999994,1,1,0,4
2023-01-16,42,52,Home Appliances,108.22,89.26,5,21,8,0,0,1.6,541.1,446.3,0,3,0,1
2024-10-08,38,244,Toys,16.96,12.59,1,9,1,1,0,0.8,16.96,12.59,0,7,1,10
2023-11-27,43,282,Home Appliances,138.93,78.15,4,23,3,0,0,1.9000000000000001,555.72,312.6,0,5,0,11
2023-01-18,41,9,Clothing,14.3,8.33,10,17,0,0,0,0.7000000000000001,143.0,83.3,1,7,2,1
2023-12-10,43,3,Clothing,70.56,47.26,6,20,4,0,0,1.4000000000000001,423.36,283.56,0,5,6,12
2023-06-28,30,191,Toys,101.41,55.48,1,20,1,0,0,1.9000000000000001,101.41,55.48,0,1,2,6
2023-02-10,11,207,Grocery,29.95,18.9,12,14,7,0,0,0.2,359.4,226.79999999999998,1,6,4,2
2023-09-06,40,229,Clothing,18.18,15.18,9,23,7,0,0,1.4000000000000001,163.62,136.62,1,1,2,9
2023-08-16,9,249,Clothing,64.31,47.16,9,14,1,0,0,0.5,578.79,424.43999999999994,0,2,2,8
2023-08-27,40,370,Home Appliances,28.31,25.63,6,19,9,0,0,1.3,169.85999999999999,153.78,0,4,6,8
2023-12-02,11,484,Clothing,135.1,85.23,10,15,6,0,0,0.5,1351.0,852.3000000000001,0,6,5,12
2023-12-26,43,273,Toys,135.82,95.18,7,21,5,0,0,1.4000000000000001,950.74,666.26,0,2,1,12
2023-07-15,27,298,Grocery,59.41,36.44,5,17,8,0,0,1.2000000000000002,297.04999999999995,182.2,0,3,5,7
2023-04-18,34,423,Home Appliances,35.42,28.5,11,24,9,0,0,1.3,389.62,313.5,0,6,1,4
2023-04-23,18,488,Grocery,57.57,44.52,7,20,2,0,0,1.3,402.99,311.64000000000004,0,5,6,4
2024-10-04,32,439,Clothing,66.05,43.54,7,18,5,0,0,1.1,462.34999999999997,304.78,1,4,4,10
2024-11-05,41,344,Electronics,110.34,73.61,9,16,6,0,0,0.7000000000000001,993.0600000000001,662.49,0,1,1,11
2024-08-03,13,300,Health,140.07,75.79,3,12,5,0,0,0.9,420.21,227.37,1,5,5,8
2024-03-07,46,455,Home Appliances,146.58,74.96,10,19,3,0,0,0.9,1465.8000000000002,749.5999999999999,1,5,3,3
2023-10-13,17,246,Clothing,119.62,68.32,4,23,9,0,0,1.9000000000000001,478.48,273.28,0,7,4,10
2023-08-08,27,423,Home Appliances,44.76,28.5,4,20,7,0,0,1.6,179.04,114.0,1,2,1,8
2024-08-05,15,77,Clothing,87.97,69.78,5,23,4,0,0,1.8,439.85,348.9,0,1,0,8
2024-11-17,47,402,Toys,33.3,26.01,4,11,7,0,0,0.7000000000000001,133.2,104.04,0,4,6,11
2024-11-17,19,32,Health,72.16,49.26,8,12,8,0,0,0.4,577.28,394.08,0,4,6,11
2024-01-10,4,342,Electronics,31.46,19.5,6,9,2,1,0,0.30000000000000004,188.76,117.0,1,2,2,1
2024-06-26,45,266,Toys,100.69,85.4,6,14,1,0,0,0.8,604.14,512.4000000000001,1,6,2,6
2024-04-09,44,178,Clothing,91.24,79.38,1,20,0,0,0,1.9000000000000001,91.24,79.38,0,7,1,4
2024-11-09,24,191,Toys,81.31,55.48,4,13,9,0,0,0.9,325.24,221.92,0,3,5,11
2024-01-09,6,410,Toys,120.82,79.14,2,15,5,0,0,1.3,241.64,158.28,0,7,1,1
2023-02-10,38,172,Home Appliances,103.78,87.41,4,19,5,0,0,1.5,415.12,349.64,0,3,4,2
2023-11-15,40,287,Health,64.04,33.29,6,20,0,0,0,1.4000000000000001,384.24,199.74,0,7,2,11
2023-03-06,22,183,Home Appliances,60.11,35.84,6,16,1,0,0,1.0,360.65999999999997,215.04000000000002,0,2,0,3
2024-12-25,25,25,Health,132.76,72.87,6,10,0,0,0,0.4,796.56,437.22,0,1,2,12
2023-04-09,6,113,Clothing,39.29,34.34,5,8,5,1,0,0.30000000000000004,196.45,171.70000000000002,0,2,6,4
2023-07-23,39,248,Health,91.16,49.16,6,18,0,0,0,1.2000000000000002,546.96,294.96,0,2,6,7
2023-08-06,47,368,Clothing,6.43,5.35,6,8,8,1,0,0.2,38.58,32.099999999999994,0,6,6,8
2023-04-10,47,168,Health,33.21,23.4,6,17,3,0,0,1.1,199.26,140.39999999999998,0,5,0,4
2023-05-26,6,400,Health,90.62,54.63,8,27,1,0,0,1.9000000000000001,724.96,437.04,0,5,4,5
2023-09-15,44,419,Health,27.36,17.7,8,25,2,0,0,1.7000000000000002,218.88,141.6,0,4,4,9
2023-07-01,48,176,Clothing,97.09,82.94,6,16,8,0,0,1.0,582.54,497.64,0,1,5,7
2023-08-18,23,482,Health,73.63,37.43,7,22,8,0,0,1.5,515.41,262.01,0,4,4,8
2023-11-13,38,246,Clothing,121.89,68.32,3,5,5,1,0,0.2,365.67,204.95999999999998,0,5,0,11
2024-12-06,5,333,Health,95.04,54.83,4,7,3,1,0,0.30000000000000004,380.16,219.32,0,2,4,12
2023-09-14,45,90,Clothing,92.56,58.96,7,16,1,0,0,0.9,647.9200000000001,412.72,1,4,3,9
2023-10-29,29,453,Electronics,79.29,44.36,10,13,7,0,0,0.30000000000000004,792.9000000000001,443.6,0,3,6,10
2024-05-23,31,23,Clothing,113.35,93.01,2,18,5,0,0,1.6,226.7,186.02,0,4,3,5
2024-06-04,4,186,Clothing,86.59,74.29,10,19,5,0,0,0.9,865.9000000000001,742.9000000000001,1,5,1,6
2023-11-22,4,464,Health,163.73,96.32,1,3,7,1,0,0.2,163.73,96.32,0,5,2,11
2024-01-06,10,189,Electronics,38.8,28.44,3,12,3,0,0,0.9,116.39999999999999,85.32000000000001,0,5,5,1
2023-10-19,21,367,Electronics,163.62,85.62,3,6,4,1,0,0.30000000000000004,490.86,256.86,0,5,3,10
2024-02-08,29,462,Home Appliances,58.35,30.09,2,8,1,1,0,0.6000000000000001,116.7,60.18,0,6,3,2
2024-07-04,23,108,Clothing,16.73,8.66,3,12,4,0,0,0.9,50.19,25.98,0,7,3,7
2024-10-17,8,227,Electronics,80.79,54.9,9,25,0,0,0,1.6,727.11,494.09999999999997,0,7,3,10
2023-06-23,37,83,Clothing,22.77,14.2,2,21,5,0,0,1.9000000000000001,45.54,28.4,0,4,4,6
2023-07-01,34,117,Clothing,103.38,84.61,1,16,0,0,0,1.5,103.38,84.61,1,5,5,7
2024-04-03,50,5,Toys,79.78,67.87,5,22,5,0,0,1.7000000000000002,398.9,339.35,0,3,2,4
2023-06-17,41,35,Health,32.63,17.89,3,13,3,0,0,1.0,97.89000000000001,53.67,0,7,5,6
2023-07-02,12,439,Clothing,79.93,43.54,5,6,0,1,0,0.1,399.65000000000003,217.7,0,5,6,7
2023-01-09,24,359,Grocery,99.47,76.42,3,21,8,0,0,1.8,298.40999999999997,229.26,0,4,0,1
2023-03-29,40,114,Clothing,61.36,53.4,4,23,9,0,0,1.9000000000000001,245.44,213.6,0,3,2,3
2024-01-30,22,403,Health,74.43,55.34,9,19,6,0,0,1.0,669.8700000000001,498.06000000000006,1,7,1,1
2024-09-29,16,147,Clothing,124.24,74.08,5,6,3,1,0,0.1,621.1999999999999,370.4,0,3,6,9
2023-12-09,38,140,Health,92.15,69.79,7,12,2,0,0,0.5,645.0500000000001,488.53000000000003,1,1,5,12
2024-06-20,26,5,Toys,82.56,67.87,3,19,0,0,0,1.6,247.68,203.61,0,6,3,6
2024-03-09,5,87,Grocery,40.31,29.73,4,8,3,1,0,0.4,161.24,118.92,0,3,5,3
2023-02-08,18,239,Electronics,142.81,85.34,5,6,3,1,0,0.1,714.05,426.70000000000005,0,1,2,2
2023-04-07,32,32,Health,60.89,49.26,3,21,4,0,0,1.8,182.67000000000002,147.78,0,7,4,4
2023-06-07,49,419,Health,34.48,17.7,4,9,2,1,0,0.5,137.92,70.8,0,3,2,6
2024-03-20,25,297,Grocery,56.9,38.3,2,16,2,0,0,1.4000000000000001,113.8,76.6,0,2,2,3
2023-10-10,15,321,Grocery,170.31,99.93,7,16,5,0,0,0.9,1192.17,699.51,1,3,1,10
2023-01-29,12,446,Toys,63.0,37.72,9,12,8,0,0,0.30000000000000004,567.0,339.48,0,6,6,1
2023-11-17,26,418,Toys,40.33,34.15,8,21,7,0,0,1.3,322.64,273.2,0,1,4,11
2024-08-07,36,130,Clothing,124.96,92.3,8,12,1,0,0,0.4,999.68,738.4,0,4,2,8
2023-03-12,31,138,Toys,94.57,53.36,4,10,5,0,0,0.6000000000000001,378.28,213.44,0,1,6,3
2024-06-02,6,444,Health,109.72,85.75,4,15,2,0,0,1.1,438.88,343.0,0,6,6,6
2023-05-22,31,452,Home Appliances,16.61,12.32,4,23,1,0,0,1.9000000000000001,66.44,49.28,0,4,0,5
2023-11-25,3,354,Clothing,52.14,38.02,9,23,3,0,0,1.4000000000000001,469.26,342.18,0,7,5,11
2024-05-28,15,404,Grocery,81.34,49.06,7,21,7,0,0,1.4000000000000001,569.38,343.42,0,3,1,5
2023-07-21,37,134,Clothing,85.36,74.87,5,7,1,1,0,0.2,426.8,374.35,0,3,4,7
2024-12-04,30,496,Health,14.01,7.48,6,16,1,0,0,1.0,84.06,44.88,0,7,2,12
2024-12-21,7,409,Electronics,59.93,31.26,4,20,7,0,0,1.6,239.72,125.04,0,1,5,12
2023-11-24,35,142,Electronics,86.66,70.66,10,19,3,0,0,0.9,866.5999999999999,706.5999999999999,0,1,4,11
2024-01-12,33,425,Health,10.37,5.52,2,11,9,0,0,0.9,20.74,11.04,0,7,4,1
2024-04-19,40,136,Electronics,114.97,59.67,3,19,2,0,0,1.6,344.90999999999997,179.01,0,2,4,4
2023-10-03,26,436,Home Appliances,68.63,42.2,8,8,2,1,0,0.0,549.04,337.6,0,5,1,10
2023-11-27,27,469,Clothing,111.72,57.75,0,7,9,1,0,0.7000000000000001,0.0,0.0,0,3,0,11
2024-10-11,6,87,Grocery,54.44,29.73,6,10,6,0,0,0.4,326.64,178.38,0,5,4,10
2023-01-20,8,177,Clothing,62.99,47.9,7,16,4,0,0,0.9,440.93,335.3,0,7,4,1
2024-10-05,43,21,Grocery,21.32,18.71,8,14,7,0,0,0.6000000000000001,170.56,149.68,0,4,5,10
2024-01-13,22,236,Toys,17.73,12.3,4,7,2,1,0,0.30000000000000004,70.92,49.2,0,2,5,1
2024-01-13,33,54,Health,38.04,26.62,4,10,3,0,0,0.6000000000000001,152.16,106.48,0,4,5,1
2023-09-11,16,297,Grocery,57.86,38.3,5,16,0,0,0,1.1,289.3,191.5,0,6,0,9
2023-04-06,9,252,Home Appliances,111.62,59.83,1,11,4,0,0,1.0,111.62,59.83,0,4,3,4
2024-12-11,26,329,Grocery,80.62,52.32,7,20,8,0,0,1.3,564.34,366.24,0,2,2,12
2024-10-17,1,152,Home Appliances,152.41,93.02,4,21,8,0,0,1.7000000000000002,609.64,372.08,0,1,3,10
2023-07-18,31,370,Home Appliances,46.44,25.63,10,29,0,0,0,1.9000000000000001,464.4,256.3,1,2,1,7
2024-07-16,42,490,Electronics,142.66,87.3,3,14,7,0,0,1.1,427.98,261.9,1,6,1,7
2024-03-25,34,37,Grocery,179.3,97.69,7,19,7,0,0,1.2000000000000002,1255.1000000000001,683.8299999999999,0,7,0,3
2024-03-05,6,221,Grocery,41.28,32.64,7,12,4,0,0,0.5,288.96000000000004,228.48000000000002,0,7,1,3
2024-12-06,41,1,Electronics,29.32,24.94,4,17,3,0,0,1.3,117.28,99.76,0,4,4,12
2024-01-24,48,179,Grocery,61.67,37.75,7,14,9,0,0,0.7000000000000001,431.69,264.25,0,5,2,1
2023-03-07,5,108,Clothing,10.12,8.66,3,10,0,0,0,0.7000000000000001,30.36,25.98,0,7,1,3
2023-08-07,3,327,Clothing,53.43,44.39,3,7,0,1,0,0.4,160.29,133.17000000000002,0,6,0,8
2023-06-21,22,307,Toys,89.04,55.21,6,14,5,0,0,0.8,534.24,331.26,0,1,2,6
2023-04-14,3,21,Grocery,31.97,18.71,4,4,9,1,0,0.0,127.88,74.84,0,1,4,4
2024-04-27,15,178,Clothing,157.61,79.38,4,17,4,0,0,1.3,630.44,317.52,0,5,5,4
2024-05-01,23,300,Health,123.44,75.79,6,12,7,0,0,0.6000000000000001,740.64,454.74,0,3,2,5
2024-12-18,38,154,Clothing,131.37,90.38,0,2,4,1,0,0.2,0.0,0.0,0,4,2,12
2023-09-05,12,170,Health,108.68,67.95,4,17,6,0,0,1.3,434.72,271.8,1,3,1,9
2024-12-12,15,370,Home Appliances,37.99,25.63,5,10,6,0,0,0.5,189.95000000000002,128.15,0,2,3,12
2024-12-08,16,69,Grocery,129.2,80.27,6,11,8,0,0,0.5,775.1999999999999,481.62,0,7,6,12
2024-11-13,21,72,Toys,100.18,75.63,12,23,2,0,0,1.1,1202.16,907.56,0,4,2,11
2024-09-13,6,116,Clothing,82.9,64.77,4,14,0,0,0,1.0,331.6,259.08,1,7,4,9
2024-04-22,13,21,Grocery,35.62,18.71,6,20,3,0,0,1.4000000000000001,213.71999999999997,112.26,0,1,0,4
2024-12-02,6,349,Toys,194.61,97.94,3,9,5,1,0,0.6000000000000001,583.83,293.82,0,6,0,12
2024-05-21,50,245,Toys,48.82,35.12,3,8,9,1,0,0.5,146.46,105.35999999999999,0,5,1,5
2023-12-21,44,43,Clothing,67.3,44.11,11,19,6,0,0,0.8,740.3,485.21,0,3,3,12
2024-11-04,41,228,Grocery,119.73,93.11,12,25,9,0,0,1.3,1436.76,1117.32,0,4,0,11
2024-05-25,31,223,Clothing,195.28,98.87,3,4,4,1,0,0.1,585.84,296.61,0,1,5,5
2023-08-20,47,254,Grocery,101.43,91.09,2,10,5,0,0,0.8,202.86,182.18,0,2,6,8
2024-05-13,1,189,Electronics,53.01,28.44,9,14,1,0,0,0.5,477.09,255.96,0,7,0,5
2024-08-11,45,43,Clothing,49.72,44.11,10,24,6,0,0,1.4000000000000001,497.2,441.1,1,1,6,8
2024-12-28,50,52,Home Appliances,121.2,89.26,4,18,0,0,0,1.4000000000000001,484.8,357.04,0,7,5,12
2023-12-05,42,281,Toys,131.61,97.81,8,27,3,0,0,1.9000000000000001,1052.88,782.48,0,6,1,12
2024-03-07,35,340,Toys,173.42,91.35,9,14,7,0,0,0.5,1560.78,822.15,1,3,3,3
2023-05-21,15,222,Clothing,92.32,50.48,1,7,7,1,0,0.6000000000000001,92.32,50.48,0,3,6,5
2023-02-15,43,141,Electronics,68.42,36.24,4,5,2,1,0,0.1,273.68,144.96,0,1,2,2
2023-09-28,11,50,Electronics,27.93,20.77,4,14,6,0,0,1.0,111.72,83.08,0,3,3,9
2024-01-07,47,377,Clothing,159.65,98.43,3,14,2,0,0,1.1,478.95000000000005,295.29,0,6,6,1
2024-08-29,27,59,Electronics,55.35,34.64,5,5,0,1,0,0.0,276.75,173.2,0,3,3,8
2024-04-05,3,162,Electronics,104.35,82.77,2,3,8,1,0,0.1,208.7,165.54,0,3,4,4
2023-04-03,8,151,Toys,51.62,27.95,7,14,6,0,0,0.7000000000000001,361.34,195.65,0,1,0,4
2024-10-13,7,242,Health,71.83,56.56,0,1,3,1,0,0.1,0.0,0.0,0,3,6,10
2023-07-20,28,36,Toys,73.1,59.79,5,14,2,0,0,0.9,365.5,298.95,0,6,3,7
2023-04-13,6,26,Grocery,128.86,84.79,4,18,2,0,0,1.4000000000000001,515.44,339.16,0,6,3,4
2023-01-22,39,114,Clothing,97.71,53.4,7,22,2,0,0,1.5,683.9699999999999,373.8,0,3,6,1
2024-08-16,37,172,Home Appliances,144.6,87.41,16,28,0,0,0,1.2000000000000002,2313.6,1398.56,1,1,4,8
2024-02-06,22,160,Toys,185.5,94.07,4,14,7,0,0,1.0,742.0,376.28,0,1,1,2
2024-02-28,44,362,Home Appliances,30.83,27.02,6,11,3,0,0,0.5,184.98,162.12,0,7,2,2
2024-09-12,48,442,Grocery,132.62,91.88,5,12,4,0,0,0.7000000000000001,663.1,459.4,0,5,3,9
2023-04-10,3,2,Home Appliances,143.05,95.23,1,4,6,1,0,0.30000000000000004,143.05,95.23,0,6,0,4
2024-01-16,5,269,Health,109.18,70.04,9,18,8,0,0,0.9,982.6200000000001,630.36,0,1,1,1
